,title,artist,source,reference,product,income_type,income_period,rate,quantity,amount_received,percent_payable,amount_payable
542,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,2,0.00,50.00,$ 0.00
543,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,2,0.00,50.00,$ 0.00
544,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,2,0.00,50.00,$ 0.00
545,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,5,0.00,50.00,$ 0.00
546,If You Won't Hang Around - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17440,10/19 - 10/19,0 .00000000,25,0.01,50.00,$ 0.00
547,If You Won't Hang Around - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,19,0.01,50.00,$ 0.00
548,If You Won't Hang Around - Amy Rigby,Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,31,0.01,50.00,$ 0.00
549,"Spotify USA, Inc. - USA",Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,3,0.00,50.00,$ 0.00
550,"Spotify USA, Inc. - USA",Amy Rigby,XUS Interna tional Publ ishing - South Africa,Xandrie S.A.,,17896,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
551,"Spotify USA, Inc. - USA",Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,iTunes,,17896,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
552,Invisible - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,11,0.01,50.00,$ 0.01
553,Invisible - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,18,0.03,50.00,$ 0.01
554,Invisible - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,21,0.03,50.00,$ 0.02
555,Invisible - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,8,0.01,50.00,$ 0.01
556,Invisible - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,4,0.01,50.00,$ 0.00
557,Invisible - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18035,05/20 - 05/20,0 .00000000,9,0.01,50.00,$ 0.01
558,Invisible - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,70,0.03,50.00,$ 0.01
559,Invisible - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,242,0.11,50.00,$ 0.05
560,Invisible - Amy Rigby,Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.11,50.00,$ 0.05
561,Invisible - Amy Rigby,Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.07,50.00,$ 0.03
562,Invisible - Amy Rigby,Amy Rigby,"Google, Inc. - USA",Amy Rigby,,17221,10/19 - 12/19,0 .00000000,9,0.01,50.00,$ 0.00
563,Invisible - Amy Rigby,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,37,0.02,50.00,$ 0.01
564,Invisible - Amy Rigby,Amy Rigby,IHEART Communications - USA,ihea rt Plus,,17131,01/20 - 01/20,0 .00000000,2,0.00,50.00,$ 0.00
565,Invisible - Amy Rigby,Amy Rigby,DIGI,ihea rt Premium,,17131,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
566,Invisible - Amy Rigby,Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,1,0.00,50.00,$ 0.00
567,Invisible - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,9,0.01,50.00,$ 0.01
568,Invisible - Amy Rigby,Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
569,Invisible - Amy Rigby,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,7,0.00,50.00,$ 0.00
570,Invisible - Amy Rigby,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,2,0.00,50.00,$ 0.00
571,Invisible - Amy Rigby,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,4,0.00,50.00,$ 0.00
572,Invisible - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,1,0.00,50.00,$ 0.00
573,Invisible - Amy Rigby,Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,1,0.00,50.00,$ 0.00
574,Invisible - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,1,0.00,50.00,$ 0.00
575,Invisible - Amy Rigby,Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,1,0.00,50.00,$ 0.00
576,Invisible - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,4,0.00,50.00,$ 0.00
577,Invisible - Amy Rigby,Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17426,05/19 - 05/19,0 .00000000,20,0.01,50.00,$ 0.00
578,Invisible - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17431,07/19 - 07/19,0 .00000000,23,0.01,50.00,$ 0.01
579,Invisible - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17434,08/19 - 08/19,0 .00000000,26,0.01,50.00,$ 0.01
580,Invisible - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17440,10/19 - 10/19,0 .00000000,48,0.02,50.00,$ 0.01
581,Invisible - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,56,0.03,50.00,$ 0.01
582,Invisible - Amy Rigby,Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,80,0.04,50.00,$ 0.02
583,Invisible - Amy Rigby,Amy Rigby,MECH,Amy Rigby,,17931,03/20 - 03/20,0 .00000000,44,0.02,50.00,$ 0.01
584,"Spotify USA, Inc. - USA",Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,3,0.00,50.00,$ 0.00
585,"Spotify USA, Inc. - USA",Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,1,0.00,50.00,$ 0.00
586,"Spotify USA, Inc. - USA",Amy Rigby,XUS Interna tional Publ ishing - South Africa,Xandrie S.A.,,17896,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
587,"Spotify USA, Inc. - USA",Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,iTunes,,17896,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
588,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,"AMI En tertainment, Inc. - USA",Aimee Mann,,17365,10/19 - 12/19,0 .00000000,2,0.00,50.00,$ 0.00
589,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,Amazon Music Free Tier - USA,Ad-supported,,17128,12/19 - 12/19,0 .00000000,3,0.00,50.00,$ 0.00
590,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Ad-supported,,17530,02/20 - 02/20,0 .00000000,1,0.00,50.00,$ 0.00
591,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,7,0.01,50.00,$ 0.00
592,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,49,0.08,50.00,$ 0.04
593,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,48,0.08,50.00,$ 0.04
594,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,28,0.04,50.00,$ 0.02
595,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,16,0.02,50.00,$ 0.01
596,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,18035,,DIGI,05/20 - 05/20,0 .00000000,15,0.02,50.00,$ 0.01
597,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,Amazon Prime Music - USA,Amazon Prime,,17112,12/19 - 12/19,0 .00000000,9,0.01,50.00,$ 0.01
598,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amazon Prime,,17114,11/19 - 11/19,0 .00000000,10,0.01,50.00,$ 0.01
599,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amazon Prime,,17130,01/20 - 01/20,0 .00000000,33,0.06,50.00,$ 0.03
600,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amazon Prime,,17534,02/20 - 02/20,0 .00000000,60,0.11,50.00,$ 0.06
601,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amazon Prime,,17571,03/20 - 03/20,0 .00000000,31,0.05,50.00,$ 0.03
602,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amazon Prime,,17580,04/20 - 04/20,0 .00000000,14,0.02,50.00,$ 0.01
603,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,18033,,DIGI,05/20 - 05/20,0 .00000000,14,0.02,50.00,$ 0.01
604,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,"Apple, Inc. - USA",Aimee Mann,,17309,10/19 - 12/19,0 .00000000,"2,456",0.28,50.00,$ 0.14
605,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17309,10/19 - 12/19,0 .00000000,176,0.02,50.00,$ 0.01
606,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Gentleman Reg,,17309,10/19 - 12/19,0 .00000000,724,0.09,50.00,$ 0.04
607,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Aimee Mann,,17934,01/20 - 03/20,0 .00000000,"2,148",0.23,50.00,$ 0.12
608,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,MECH,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,928,0.09,50.00,$ 0.05
609,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,MECH,Gentleman Reg,,17934,01/20 - 03/20,0 .00000000,786,0.09,50.00,$ 0.04
610,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.09,50.00,$ 0.05
611,"It's Not Safe - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.00,50.00,$ 0.00
612,CMRRA - Canada,Amy Rigby,"Google, Inc. - USA",Aimee Mann,,17221,10/19 - 12/19,0 .00000000,310,0.09,50.00,$ 0.05
613,CMRRA - Canada,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,380,0.23,50.00,$ 0.12
614,CMRRA - Canada,Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,3,0.00,50.00,$ 0.00
615,CMRRA - Canada,Amy Rigby,DIGI,Pandora,,17006,12/19 - 12/19,0 .00000000,3,0.00,50.00,$ 0.00
616,CMRRA - Canada,Amy Rigby,DIGI,Standalone,,17012,12/19 - 12/19,0 .00000000,1,0.00,50.00,$ 0.00
617,CMRRA - Canada,Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,20,0.03,50.00,$ 0.01
618,CMRRA - Canada,Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,3,0.00,50.00,$ 0.00
619,CMRRA - Canada,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,4,0.00,50.00,$ 0.00
620,CMRRA - Canada,Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,2,0.00,50.00,$ 0.00
621,CMRRA - Canada,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,2,0.00,50.00,$ 0.00
622,CMRRA - Canada,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,1,0.00,50.00,$ 0.00
623,CMRRA - Canada,Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,5,0.00,50.00,$ 0.00
624,CMRRA - Canada,Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,1,0.00,50.00,$ 0.00
625,CMRRA - Canada,Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,5,0.00,50.00,$ 0.00
626,CMRRA - Canada,Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,1,0.00,50.00,$ 0.00
627,CMRRA - Canada,Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,6,0.00,50.00,$ 0.00
628,CMRRA - Canada,Amy Rigby,"Spotify USA, Inc. - USA",Aimee Mann,,17424,04/19 - 04/19,0 .00000000,973,0.17,50.00,$ 0.09
629,CMRRA - Canada,Amy Rigby,DIGI,Aimee Mann,,17426,05/19 - 05/19,0 .00000000,"1,102",0.23,50.00,$ 0.11
630,CMRRA - Canada,Amy Rigby,DIGI,Gentleman Reg,,17426,05/19 - 05/19,0 .00000000,67,0.01,50.00,$ 0.00
631,CMRRA - Canada,Amy Rigby,DIGI,Aimee Mann,,17428,06/19 - 06/19,0 .00000000,974,0.20,50.00,$ 0.10
632,CMRRA - Canada,Amy Rigby,DIGI,Gentleman Reg,,17428,06/19 - 06/19,0 .00000000,76,0.01,50.00,$ 0.01
633,CMRRA - Canada,Amy Rigby,DIGI,Aimee Mann,,17431,07/19 - 07/19,0 .00000000,"1,218",0.24,50.00,$ 0.12
634,CMRRA - Canada,Amy Rigby,DIGI,Gentleman Reg,,17431,07/19 - 07/19,0 .00000000,56,0.01,50.00,$ 0.01
635,CMRRA - Canada,Amy Rigby,DIGI,Aimee Mann,,17434,08/19 - 08/19,0 .00000000,"1,122",0.22,50.00,$ 0.11
636,CMRRA - Canada,Amy Rigby,DIGI,Aimee Mann,,17437,09/19 - 09/19,0 .00000000,968,0.20,50.00,$ 0.10
637,CMRRA - Canada,Amy Rigby,DIGI,Gentleman Reg,,17437,09/19 - 09/19,0 .00000000,60,0.01,50.00,$ 0.00
638,CMRRA - Canada,Amy Rigby,DIGI,Aimee Mann,,17440,10/19 - 10/19,0 .00000000,"1,041",0.18,50.00,$ 0.09
639,CMRRA - Canada,Amy Rigby,DIGI,Gentleman Reg,,17440,10/19 - 10/19,0 .00000000,54,0.01,50.00,$ 0.00
640,CMRRA - Canada,Amy Rigby,DIGI,Aimee Mann,,17443,11/19 - 11/19,0 .00000000,"1,122",0.20,50.00,$ 0.10
641,CMRRA - Canada,Amy Rigby,DIGI,Gentleman Reg,,17443,11/19 - 11/19,0 .00000000,55,0.01,50.00,$ 0.00
642,CMRRA - Canada,Amy Rigby,DIGI,Aimee Mann,,17446,12/19 - 12/19,0 .00000000,"1,065",0.17,50.00,$ 0.08
643,CMRRA - Canada,Amy Rigby,DIGI,Aimee Mann,,17929,01/20 - 01/20,0 .00000000,996,0.19,50.00,$ 0.10
644,CMRRA - Canada,Amy Rigby,MECH,Gentleman Reg,,17929,01/20 - 01/20,0 .00000000,90,0.01,50.00,$ 0.00
645,CMRRA - Canada,Amy Rigby,MECH,Aimee Mann,,17930,02/20 - 02/20,0 .00000000,"1,176",0.22,50.00,$ 0.11
646,CMRRA - Canada,Amy Rigby,MECH,Gentleman Reg,,17930,02/20 - 02/20,0 .00000000,55,0.01,50.00,$ 0.00
647,CMRRA - Canada,Amy Rigby,MECH,Aimee Mann,,17931,03/20 - 03/20,0 .00000000,"1,348",0.26,50.00,$ 0.13
648,CMRRA - Canada,Amy Rigby,MECH,Gentleman Reg,,17931,03/20 - 03/20,0 .00000000,45,0.01,50.00,$ 0.00
649,CMRRA - Canada,Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,4,0.00,50.00,$ 0.00
650,Tidal - USA,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,Amazon (UK),,17896,07/19 - 12/19,0 .00000000,1,0.03,50.00,$ 0.01
651,Tidal - USA,Amy Rigby,MECH,iTunes,,17896,07/19 - 12/19,0 .00000000,2,0.05,50.00,$ 0.03
652,"Ivory Tower - Stacey Earle, Amy Rigby",Amy Rigby,CMRRA - Canada,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.00,50.00,$ 0.00
653,Just Someone I Had In Mind - Amy Rigby,Amy Rigby,CMRRA - Canada,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.05,50.00,$ 0.02
654,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,"AMI En tertainment, Inc. - USA",Amy Rigby,,17362,01/19 - 03/19,0 .00000000,1,0.00,50.00,$ 0.00
655,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,178,0.04,50.00,$ 0.02
656,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Ma rti Jones,,17309,10/19 - 12/19,0 .00000000,106,0.03,50.00,$ 0.01
657,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,548,0.12,50.00,$ 0.06
658,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,MECH,Ma rti Jones,,17934,01/20 - 03/20,0 .00000000,64,0.02,50.00,$ 0.01
659,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.06,50.00,$ 0.03
660,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.05,50.00,$ 0.02
661,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,128,0.06,50.00,$ 0.03
662,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,"Legacy Productions, Inc. - USA",Lau ra,,17555,01/20 - 01/20,0 .00000000,500,22 .75,50.00,$ 11.38
663,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17434,08/19 - 08/19,0 .00000000,60,0.01,50.00,$ 0.01
664,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17440,10/19 - 10/19,0 .00000000,48,0.01,50.00,$ 0.00
665,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17443,11/19 - 11/19,0 .00000000,50,0.01,50.00,$ 0.00
666,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17446,12/19 - 12/19,0 .00000000,45,0.01,50.00,$ 0.00
667,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,185,0.04,50.00,$ 0.02
668,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,MECH,Ma rti Jones,,17929,01/20 - 01/20,0 .00000000,35,0.01,50.00,$ 0.00
669,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,221,0.04,50.00,$ 0.02
670,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,MECH,Ma rti Jones,,17930,02/20 - 02/20,0 .00000000,39,0.01,50.00,$ 0.00
671,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,MECH,Amy Rigby,,17931,03/20 - 03/20,0 .00000000,69,0.02,50.00,$ 0.01
672,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,MECH,Ma rti Jones,,17931,03/20 - 03/20,0 .00000000,37,0.01,50.00,$ 0.00
673,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,,17393,03/19 - 03/19,0 .00000000,4,0.16,50.00,$ 0.08
674,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17397,07/19 - 07/19,0 .00000000,4,0.13,50.00,$ 0.06
675,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17398,08/19 - 08/19,0 .00000000,1,0.04,50.00,$ 0.02
676,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17400,10/19 - 10/19,0 .00000000,2,0.10,50.00,$ 0.05
677,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17401,11/19 - 11/19,0 .00000000,2,0.07,50.00,$ 0.03
678,"Keep It To Yourself - Bi ll Demain, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17402,12/19 - 12/19,0 .00000000,3,0.13,50.00,$ 0.06
679,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,Apple Mu sic,,17896,07/19 - 12/19,0 .00000000,18,0.01,50.00,$ 0.01
680,Knapsack - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,8,0.01,50.00,$ 0.00
681,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,45,0.07,50.00,$ 0.04
682,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,43,0.07,50.00,$ 0.04
683,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,17,0.03,50.00,$ 0.01
684,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,12,0.02,50.00,$ 0.01
685,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18035,05/20 - 05/20,0 .00000000,9,0.01,50.00,$ 0.01
686,Knapsack - Amy Rigby,Amy Rigby,Amazon Prime Music - USA,Amazon Prime,,17112,12/19 - 12/19,0 .00000000,3,0.00,50.00,$ 0.00
687,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17114,11/19 - 11/19,0 .00000000,4,0.01,50.00,$ 0.00
688,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17130,01/20 - 01/20,0 .00000000,28,0.05,50.00,$ 0.02
689,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17534,02/20 - 02/20,0 .00000000,28,0.05,50.00,$ 0.03
690,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17571,03/20 - 03/20,0 .00000000,8,0.01,50.00,$ 0.01
691,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17580,04/20 - 04/20,0 .00000000,4,0.01,50.00,$ 0.00
692,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18033,05/20 - 05/20,0 .00000000,8,0.01,50.00,$ 0.01
693,Knapsack - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,140,0.06,50.00,$ 0.03
694,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,275,0.12,50.00,$ 0.06
695,Knapsack - Amy Rigby,Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.13,50.00,$ 0.07
696,Knapsack - Amy Rigby,Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.13,50.00,$ 0.06
697,Knapsack - Amy Rigby,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,20,0.03,50.00,$ 0.02
698,Knapsack - Amy Rigby,Amy Rigby,IHEART Communications - USA,ihea rt Premium,,17131,01/20 - 01/20,0 .00000000,12,0.00,50.00,$ 0.00
699,Knapsack - Amy Rigby,Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,4,0.00,50.00,$ 0.00
700,Knapsack - Amy Rigby,Amy Rigby,DIGI,Pandora,,17006,12/19 - 12/19,0 .00000000,1,0.00,50.00,$ 0.00
701,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,13,0.02,50.00,$ 0.01
702,Knapsack - Amy Rigby,Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,7,0.00,50.00,$ 0.00
703,Knapsack - Amy Rigby,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,11,0.01,50.00,$ 0.00
704,Knapsack - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,2,0.00,50.00,$ 0.00
705,Knapsack - Amy Rigby,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,5,0.00,50.00,$ 0.00
706,Knapsack - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,4,0.00,50.00,$ 0.00
707,Knapsack - Amy Rigby,Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,2,0.00,50.00,$ 0.00
708,Knapsack - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,6,0.00,50.00,$ 0.00
709,Knapsack - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,5,0.00,50.00,$ 0.00
710,50.00,Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17426,05/19 - 05/19,0 .00000000,21,0.01,50.00,$ 0.00
711,50.00,Amy Rigby,DIGI,Amy Rigby,,17431,07/19 - 07/19,0 .00000000,26,0.01,50.00,$ 0.01
712,50.00,Amy Rigby,DIGI,Amy Rigby,,17434,08/19 - 08/19,0 .00000000,19,0.01,50.00,$ 0.01
713,50.00,Amy Rigby,DIGI,Amy Rigby,,17440,10/19 - 10/19,0 .00000000,52,0.02,50.00,$ 0.01
714,50.00,Amy Rigby,DIGI,Amy Rigby,,17443,11/19 - 11/19,0 .00000000,21,0.01,50.00,$ 0.00
715,50.00,Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,73,0.04,50.00,$ 0.02
