,title,artist,source,reference,product,income_type,income_period,rate,quantity,amount_received,percent_payable,amount_payable
1062,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17534,02/20 - 02/20,0 .00000000,32,0.06,50.00,$ 0.03
1063,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17571,03/20 - 03/20,0 .00000000,13,0.02,50.00,$ 0.01
1064,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17580,04/20 - 04/20,0 .00000000,4,0.01,50.00,$ 0.00
1065,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18033,05/20 - 05/20,0 .00000000,10,0.02,50.00,$ 0.01
1066,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,16,0.01,50.00,$ 0.00
1067,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,36,0.02,50.00,$ 0.01
1068,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,17,0.01,50.00,$ 0.00
1069,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,"Music Reports, Inc. - USA",Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,9,0.01,50.00,$ 0.01
1070,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,Pandora - USA,Pandora,,17133,01/20 - 01/20,0 .00000000,2,0.00,50.00,$ 0.00
1071,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,1,0.00,50.00,$ 0.00
1072,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,1,0.00,50.00,$ 0.00
1073,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,1,0.00,50.00,$ 0.00
1074,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,"Th e Orchard Enterprises, Inc. - USA",Amy Rigby,,17393,03/19 - 03/19,0 .00000000,4,0.32,50.00,$ 0.16
1075,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17397,07/19 - 07/19,0 .00000000,4,0.32,50.00,$ 0.16
1076,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17398,08/19 - 08/19,0 .00000000,1,0.08,50.00,$ 0.04
1077,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17400,10/19 - 10/19,0 .00000000,1,0.09,50.00,$ 0.04
1078,Tonight I'm Gonna Give The Drummer Some - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17402,12/19 - 12/19,0 .00000000,3,0.24,50.00,$ 0.12
1079,Voices In My Head - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,7,0.01,50.00,$ 0.00
1080,Voices In My Head - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,39,0.06,50.00,$ 0.03
1081,Voices In My Head - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,31,0.05,50.00,$ 0.03
1082,Voices In My Head - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,19,0.03,50.00,$ 0.01
1083,Voices In My Head - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,9,0.01,50.00,$ 0.01
1084,Voices In My Head - Amy Rigby,Amy Rigby,DIGI,18035,,DIGI,05/20 - 05/20,0 .00000000,13,0.02,50.00,$ 0.01
1085,Voices In My Head - Amy Rigby,Amy Rigby,"Music Reports, Inc. - USA",Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,15,0.02,50.00,$ 0.01
1086,"Music Reports, Inc. - USA",Amy Rigby,Pandora - USA,Pandora,,17133,01/20 - 01/20,0 .00000000,4,0.00,50.00,$ 0.00
1087,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,2,0.00,50.00,$ 0.00
1088,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,1,0.00,50.00,$ 0.00
1089,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,3,0.00,50.00,$ 0.00
1090,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,1,0.00,50.00,$ 0.00
1091,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,3,0.00,50.00,$ 0.00
1092,"Music Reports, Inc. - USA",Amy Rigby,DIGI,18039,,DIGI,05/20 - 05/20,0 .00000000,3,0.00,50.00,$ 0.00
1093,"Music Reports, Inc. - USA",Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17440,10/19 - 10/19,0 .00000000,86,0.04,50.00,$ 0.02
1094,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17443,11/19 - 11/19,0 .00000000,78,0.04,50.00,$ 0.02
1095,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17446,12/19 - 12/19,0 .00000000,30,0.01,50.00,$ 0.00
1096,"Music Reports, Inc. - USA",Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,218,0.10,50.00,$ 0.05
1097,"Music Reports, Inc. - USA",Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,232,0.11,50.00,$ 0.05
1098,"Music Reports, Inc. - USA",Amy Rigby,MECH,Amy Rigby,,17931,03/20 - 03/20,0 .00000000,37,0.02,50.00,$ 0.01
1099,Wait Till I Get You Home - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,14,0.02,50.00,$ 0.01
1100,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,36,0.06,50.00,$ 0.03
1101,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,32,0.05,50.00,$ 0.03
1102,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,14,0.02,50.00,$ 0.01
1103,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,8,0.01,50.00,$ 0.01
1104,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18035,05/20 - 05/20,0 .00000000,9,0.01,50.00,$ 0.01
1105,Wait Till I Get You Home - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,101,0.05,50.00,$ 0.02
1106,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,337,0.15,50.00,$ 0.07
1107,Wait Till I Get You Home - Amy Rigby,Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.11,50.00,$ 0.06
1108,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.09,50.00,$ 0.04
1109,Wait Till I Get You Home - Amy Rigby,Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,35,0.01,50.00,$ 0.01
1110,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Pandora,,17006,12/19 - 12/19,0 .00000000,9,0.01,50.00,$ 0.00
1111,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Hoopla,,17008,12/19 - 12/19,0 .00000000,1,0.00,50.00,$ 0.00
1112,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,18,0.02,50.00,$ 0.01
1113,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Tidal - Premium,,17016,01/19 - 01/19,0 .00000000,1,0.00,50.00,$ 0.00
1114,Wait Till I Get You Home - Amy Rigby,Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,43,0.02,50.00,$ 0.01
1115,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,34,0.02,50.00,$ 0.01
1116,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,12,0.00,50.00,$ 0.00
1117,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,44,0.02,50.00,$ 0.01
1118,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,23,0.02,50.00,$ 0.01
1119,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,8,0.00,50.00,$ 0.00
1120,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,26,0.01,50.00,$ 0.01
1121,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,15,0.01,50.00,$ 0.01
1122,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,1,0.00,50.00,$ 0.00
1123,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,37,0.02,50.00,$ 0.01
1124,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,22,0.02,50.00,$ 0.01
1125,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,4,0.00,50.00,$ 0.00
1126,Wait Till I Get You Home - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,55,0.02,50.00,$ 0.01
1127,50.00,Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17426,05/19 - 05/19,0 .00000000,32,0.01,50.00,$ 0.00
1128,50.00,Amy Rigby,DIGI,Amy Rigby,,17428,06/19 - 06/19,0 .00000000,27,0.01,50.00,$ 0.01
1129,50.00,Amy Rigby,DIGI,Amy Rigby,,17431,07/19 - 07/19,0 .00000000,23,0.01,50.00,$ 0.01
1130,50.00,Amy Rigby,DIGI,Amy Rigby,,17434,08/19 - 08/19,0 .00000000,21,0.01,50.00,$ 0.01
1131,50.00,Amy Rigby,DIGI,Amy Rigby,,17440,10/19 - 10/19,0 .00000000,69,0.03,50.00,$ 0.01
1132,50.00,Amy Rigby,DIGI,Amy Rigby,,17443,11/19 - 11/19,0 .00000000,55,0.02,50.00,$ 0.01
1133,50.00,Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,81,0.04,50.00,$ 0.02
1134,50.00,Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,170,0.08,50.00,$ 0.04
1135,50.00,Amy Rigby,MECH,Amy Rigby,,17931,03/20 - 03/20,0 .00000000,61,0.03,50.00,$ 0.01
1136,50.00,Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,4,0.00,50.00,$ 0.00
1137,50.00,Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,2,0.00,50.00,$ 0.00
1138,We're Stronger Than That - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,9,0.01,50.00,$ 0.00
1139,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,36,0.06,50.00,$ 0.03
1140,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,40,0.07,50.00,$ 0.03
1141,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,26,0.04,50.00,$ 0.02
1142,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,13,0.02,50.00,$ 0.01
1143,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18035,05/20 - 05/20,0 .00000000,6,0.01,50.00,$ 0.00
1144,We're Stronger Than That - Amy Rigby,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,84,0.03,50.00,$ 0.02
1145,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,510,0.25,50.00,$ 0.12
1146,We're Stronger Than That - Amy Rigby,Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.09,50.00,$ 0.05
1147,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.11,50.00,$ 0.05
1148,We're Stronger Than That - Amy Rigby,Amy Rigby,"Google, Inc. - USA",Amy Rigby,,17221,10/19 - 12/19,0 .00000000,10,0.01,50.00,$ 0.00
1149,We're Stronger Than That - Amy Rigby,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,5,0.01,50.00,$ 0.00
1150,We're Stronger Than That - Amy Rigby,Amy Rigby,"Music Reports, Inc. - USA",Pandora,,17006,12/19 - 12/19,0 .00000000,1,0.00,50.00,$ 0.00
1151,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Hoopla,,17008,12/19 - 12/19,0 .00000000,1,0.00,50.00,$ 0.00
1152,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,12,0.02,50.00,$ 0.01
1153,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Tidal - Premium,,17016,01/19 - 01/19,0 .00000000,1,0.00,50.00,$ 0.00
1154,We're Stronger Than That - Amy Rigby,Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
1155,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,5,0.00,50.00,$ 0.00
1156,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,2,0.00,50.00,$ 0.00
1157,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,2,0.00,50.00,$ 0.00
1158,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,2,0.00,50.00,$ 0.00
1159,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,2,0.00,50.00,$ 0.00
1160,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,3,0.00,50.00,$ 0.00
1161,We're Stronger Than That - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,5,0.00,50.00,$ 0.00
1162,Pandora - USA,Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17431,07/19 - 07/19,0 .00000000,18,0.01,50.00,$ 0.01
1163,Pandora - USA,Amy Rigby,DIGI,Amy Rigby,,17437,09/19 - 09/19,0 .00000000,19,0.01,50.00,$ 0.00
1164,Pandora - USA,Amy Rigby,DIGI,Amy Rigby,,17440,10/19 - 10/19,0 .00000000,59,0.02,50.00,$ 0.01
1165,Pandora - USA,Amy Rigby,DIGI,Amy Rigby,,17443,11/19 - 11/19,0 .00000000,21,0.01,50.00,$ 0.00
1166,Pandora - USA,Amy Rigby,DIGI,Amy Rigby,,17929,01/20 - 01/20,0 .00000000,103,0.04,50.00,$ 0.02
1167,Pandora - USA,Amy Rigby,MECH,Amy Rigby,,17930,02/20 - 02/20,0 .00000000,211,0.10,50.00,$ 0.05
1168,Pandora - USA,Amy Rigby,MECH,Amy Rigby,,17931,03/20 - 03/20,0 .00000000,84,0.03,50.00,$ 0.01
1169,Pandora - USA,Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,4,0.00,50.00,$ 0.00
1170,Pandora - USA,Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,2,0.00,50.00,$ 0.00
1171,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,"AMI En tertainment, Inc. - USA",Amy Rigby,,17363,04/19 - 06/19,0 .00000000,1,0.00,50.00,$ 0.00
1172,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,4,0.00,50.00,$ 0.00
1173,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,11,0.02,50.00,$ 0.01
1174,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,9,0.01,50.00,$ 0.01
1175,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,5,0.01,50.00,$ 0.00
1176,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,4,0.01,50.00,$ 0.00
1177,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,18035,05/20 - 05/20,0 .00000000,3,0.00,50.00,$ 0.00
1178,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,62,0.01,50.00,$ 0.01
1179,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,231,0.05,50.00,$ 0.03
1180,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,CMRRA - Canada,Apple,,17264,07/17 - 09/17,0 .00000000,0,0.05,50.00,$ 0.02
1181,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Emusic,,17264,07/17 - 09/17,0 .00000000,0,0.03,50.00,$ 0.02
1182,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,4,0.00,50.00,$ 0.00
1183,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Pandora,,17006,12/19 - 12/19,0 .00000000,2,0.00,50.00,$ 0.00
1184,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,2,0.00,50.00,$ 0.00
1185,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Tidal - Premium,,17016,01/19 - 01/19,0 .00000000,1,0.00,50.00,$ 0.00
1186,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,8,0.00,50.00,$ 0.00
1187,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,7,0.00,50.00,$ 0.00
1188,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Pandora,,17133,01/20 - 01/20,0 .00000000,1,0.00,50.00,$ 0.00
1189,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Pandora Plus,,17523,02/20 - 02/20,0 .00000000,7,0.00,50.00,$ 0.00
1190,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,3,0.00,50.00,$ 0.00
1191,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Pandora,,17523,02/20 - 02/20,0 .00000000,1,0.00,50.00,$ 0.00
1192,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Pandora Plus,,17536,03/20 - 03/20,0 .00000000,6,0.00,50.00,$ 0.00
1193,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Pandora,,17536,03/20 - 03/20,0 .00000000,1,0.00,50.00,$ 0.00
1194,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Pandora Plus,,17583,04/20 - 04/20,0 .00000000,5,0.00,50.00,$ 0.00
1195,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Pandora,,17583,04/20 - 04/20,0 .00000000,2,0.00,50.00,$ 0.00
1196,"What I Need - Gary Eaton, Amy Rigby",Amy Rigby,DIGI,Amy Rigby,,18039,05/20 - 05/20,0 .00000000,9,0.00,50.00,$ 0.00
1197,Pandora - USA,Amy Rigby,"Spotify USA, Inc. - USA",Amy Rigby,,17930,02/20 - 02/20,0 .00000000,40,0.01,50.00,$ 0.00
1198,Pandora - USA,Amy Rigby,Tidal - USA,Tidal - Premium,,17524,03/20 - 03/20,0 .00000000,2,0.00,50.00,$ 0.00
1199,Pandora - USA,Amy Rigby,DIGI,Tidal - Premium,,17584,05/20 - 05/20,0 .00000000,1,0.00,50.00,$ 0.00
1200,Pandora - USA,Amy Rigby,XUS Interna tional Publ ishing - South Africa,Xandrie S.A.,,17896,07/19 - 12/19,0 .00000000,4,0.03,50.00,$ 0.01
1201,Pandora - USA,Amy Rigby,XUS Interna tional Publ ishing - Sweden,Aspiro AB,,17896,07/19 - 12/19,0 .00000000,3,0.05,50.00,$ 0.03
1202,Pandora - USA,Amy Rigby,XUS Interna tional Publ ishing - USA,Settlement Cox,,18121,07/19 - 12/19,0 .00000000,0,4.74,50.00,$ 2.37
1203,Pandora - USA,Amy Rigby,XUS Interna tional Publ ishing - United Kingdom,Amazon (UK),,17896,07/19 - 12/19,0 .00000000,26,0.04,50.00,$ 0.02
1204,Pandora - USA,Amy Rigby,MECH,Apple Mu sic,,17896,07/19 - 12/19,0 .00000000,172,0.10,50.00,$ 0.05
1205,Pandora - USA,Amy Rigby,DIGI,Apple Mu sic,,17896,07/19 - 12/19,0 .00000000,266,0.21,50.00,$ 0.11
1206,Pandora - USA,Amy Rigby,MECH,BeatPort,,17896,07/19 - 12/19,0 .00000000,1,0.01,50.00,$ 0.01
1207,Pandora - USA,Amy Rigby,DIGI,BeatPort,,17896,07/19 - 12/19,0 .00000000,1,0.04,50.00,$ 0.02
1208,Pandora - USA,Amy Rigby,MECH,C Burn,,17896,07/19 - 12/19,0 .00000000,55,3.88,50.00,$ 1.94
1209,Pandora - USA,Amy Rigby,MECH,Google,,17896,07/19 - 12/19,0 .00000000,6,0.01,50.00,$ 0.01
1210,Pandora - USA,Amy Rigby,DIGI,Spotify,,17896,07/19 - 12/19,0 .00000000,623,0.15,50.00,$ 0.08
1211,Pandora - USA,Amy Rigby,DIGI,Spotify,,17896,07/19 - 12/19,0 .00000000,892,0.43,50.00,$ 0.21
1212,Pandora - USA,Amy Rigby,MECH,iTunes,,17896,07/19 - 12/19,0 .00000000,5,0.06,50.00,$ 0.03
1213,Why Do I? - Amy Rigby,Amy Rigby,Amazon Music Unlimited - USA,Amazon Mu sic,,17116,12/19 - 12/19,0 .00000000,6,0.01,50.00,$ 0.00
1214,Why Do I? - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17129,01/20 - 01/20,0 .00000000,56,0.09,50.00,$ 0.04
1215,Why Do I? - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17532,02/20 - 02/20,0 .00000000,45,0.08,50.00,$ 0.04
1216,Why Do I? - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17581,03/20 - 03/20,0 .00000000,14,0.02,50.00,$ 0.01
1217,Why Do I? - Amy Rigby,Amy Rigby,DIGI,Amazon Mu sic,,17582,04/20 - 04/20,0 .00000000,11,0.02,50.00,$ 0.01
1218,Why Do I? - Amy Rigby,Amy Rigby,DIGI,DIGI,18035,50.00,05/20 - 05/20,0 .00000000,11,0.02,50.00,$ 0.01
1219,Why Do I? - Amy Rigby,Amy Rigby,DIGI,18035,,DIGI,Amy Rigby,05/20 - 05/20,0 .00000000,4,$ 0.00,0.01
1220,Why Do I? - Amy Rigby,Amy Rigby,Amazon Prime Music - USA,Amazon Prime,,17112,12/19 - 12/19,0 .00000000,6,0.01,50.00,$ 0.00
1221,Why Do I? - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17114,11/19 - 11/19,0 .00000000,16,0.02,50.00,$ 0.01
1222,Why Do I? - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17130,01/20 - 01/20,0 .00000000,25,0.04,50.00,$ 0.02
1223,Why Do I? - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17534,02/20 - 02/20,0 .00000000,23,0.04,50.00,$ 0.02
1224,Why Do I? - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17571,03/20 - 03/20,0 .00000000,6,0.01,50.00,$ 0.01
1225,Why Do I? - Amy Rigby,Amy Rigby,DIGI,Amazon Prime,,17580,04/20 - 04/20,0 .00000000,3,0.00,50.00,$ 0.00
1226,Why Do I? - Amy Rigby,Amy Rigby,DIGI,Amy Rigby,,18033,05/20 - 05/20,0 .00000000,6,0.01,50.00,$ 0.00
1227,Amazon Prime Music - USA,Amy Rigby,"Apple, Inc. - USA",Amy Rigby,,17309,10/19 - 12/19,0 .00000000,158,0.07,50.00,$ 0.04
1228,Amazon Prime Music - USA,Amy Rigby,DIGI,Amy Rigby,,17934,01/20 - 03/20,0 .00000000,527,0.24,50.00,$ 0.12
1229,Amazon Prime Music - USA,Amy Rigby,"Google, Inc. - YouTube - USA",17464,,DIGI,10/19 - 12/19,0 .00000000,13,0.01,50.00,$ 0.00
1230,Amazon Prime Music - USA,Amy Rigby,"Music Reports, Inc. - USA",Pandora Plus,,17006,12/19 - 12/19,0 .00000000,5,0.00,50.00,$ 0.00
1231,Amazon Prime Music - USA,Amy Rigby,DIGI,Pandora,,17006,12/19 - 12/19,0 .00000000,1,0.00,50.00,$ 0.00
1232,Amazon Prime Music - USA,Amy Rigby,DIGI,Amazon Mu sic,,17014,11/19 - 11/19,0 .00000000,12,0.02,50.00,$ 0.01
1233,Amazon Prime Music - USA,Amy Rigby,DIGI,Tidal - Premium,,17016,01/19 - 01/19,0 .00000000,1,0.00,50.00,$ 0.00
1234,Amazon Prime Music - USA,Amy Rigby,Pandora - USA,Pandora Plus,,17133,01/20 - 01/20,0 .00000000,6,0.00,50.00,$ 0.00
